,customer_id,signup_date,true_lifetime_days
1808,C01808,2025-11-23,147
1809,C01809,2025-05-22,202
1810,C01810,2025-08-07,314
1811,C01811,2025-03-08,243
1812,C01812,2025-09-14,195
1813,C01813,2025-09-01,196
1814,C01814,2025-03-12,365
1815,C01815,2025-01-05,89
1816,C01816,2025-03-21,30
1817,C01817,2025-07-23,83
1818,C01818,2025-03-02,70
1819,C01819,2025-03-14,189
1820,C01820,2025-06-15,180
1821,C01821,2025-12-02,167
1822,C01822,2025-01-24,30
1823,C01823,2025-09-30,214
1824,C01824,2025-02-22,96
1825,C01825,2025-08-04,191
1826,C01826,2025-08-18,156
1827,C01827,2025-06-11,100
1828,C01828,2025-05-13,49
1829,C01829,2025-06-21,38
1830,C01830,2025-02-01,264
1831,C01831,2025-08-05,332
1832,C01832,2025-10-20,185
1833,C01833,2025-01-25,41
1834,C01834,2025-06-30,115
1835,C01835,2025-05-10,214
1836,C01836,2025-08-17,237
1837,C01837,2025-03-27,45
1838,C01838,2025-01-03,30
1839,C01839,2025-07-26,208
1840,C01840,2025-02-13,104
1841,C01841,2025-11-13,79
1842,C01842,2025-02-24,30
1843,C01843,2025-02-21,152
1844,C01844,2025-12-02,276
1845,C01845,2025-08-06,365
1846,C01846,2025-10-29,159
1847,C01847,2025-05-19,144
1848,C01848,2025-04-02,35
1849,C01849,2025-10-05,154
1850,C01850,2025-01-12,110
1851,C01851,2025-06-25,172
1852,C01852,2025-06-07,112
1853,C01853,2025-05-11,76
1854,C01854,2025-11-21,38
1855,C01855,2025-03-02,94
1856,C01856,2025-06-05,39
1857,C01857,2025-04-05,60
1858,C01858,2025-05-01,365
1859,C01859,2025-03-27,126
1860,C01860,2025-02-07,149
1861,C01861,2025-07-30,292
1862,C01862,2025-04-30,365
1863,C01863,2025-01-31,164
1864,C01864,2025-02-21,253
1865,C01865,2025-06-01,97
1866,C01866,2025-10-25,91
1867,C01867,2025-04-24,115
1868,C01868,2025-06-02,193
1869,C01869,2025-06-08,197
1870,C01870,2025-02-12,94
1871,C01871,2025-07-05,49
1872,C01872,2025-07-30,180
1873,C01873,2025-02-05,47
1874,C01874,2025-01-29,163
1875,C01875,2025-04-13,201
1876,C01876,2025-11-25,203
1877,C01877,2025-07-27,225
1878,C01878,2025-03-14,291
1879,C01879,2025-06-29,140
1880,C01880,2025-11-28,215
1881,C01881,2025-09-08,175
1882,C01882,2025-06-11,62
1883,C01883,2025-02-16,30
1884,C01884,2025-05-24,86
1885,C01885,2025-01-26,125
1886,C01886,2025-08-06,175
1887,C01887,2025-04-29,275
1888,C01888,2025-08-11,65
1889,C01889,2025-07-11,47
1890,C01890,2025-11-07,365
1891,C01891,2025-07-20,42
1892,C01892,2025-02-03,135
1893,C01893,2025-04-15,165
1894,C01894,2025-09-18,152
1895,C01895,2025-01-09,36
1896,C01896,2025-02-04,30
1897,C01897,2025-02-17,41
1898,C01898,2025-12-02,165
1899,C01899,2025-07-09,153
1900,C01900,2025-02-19,74
1901,C01901,2025-07-14,181
1902,C01902,2025-10-11,257
1903,C01903,2025-02-02,30
1904,C01904,2025-09-25,140
1905,C01905,2025-09-04,199
1906,C01906,2025-04-27,79
1907,C01907,2025-05-25,92
1908,C01908,2025-10-01,174
1909,C01909,2025-09-21,312
1910,C01910,2025-06-25,252
1911,C01911,2025-06-17,164
1912,C01912,2025-09-05,215
1913,C01913,2025-06-10,106
1914,C01914,2025-03-09,182
1915,C01915,2025-09-21,131
1916,C01916,2025-04-02,63
1917,C01917,2025-09-17,204
1918,C01918,2025-06-27,156
1919,C01919,2025-01-13,104
1920,C01920,2025-08-27,324
1921,C01921,2025-08-23,30
1922,C01922,2025-07-24,94
1923,C01923,2025-08-23,30
1924,C01924,2025-11-14,231
1925,C01925,2025-09-12,204
1926,C01926,2025-02-27,98
1927,C01927,2025-01-06,194
1928,C01928,2025-07-27,114
1929,C01929,2025-01-27,226
1930,C01930,2025-09-05,128
1931,C01931,2025-05-04,118
1932,C01932,2025-07-13,351
1933,C01933,2025-09-29,78
1934,C01934,2025-09-18,45
1935,C01935,2025-05-18,165
1936,C01936,2025-07-13,365
1937,C01937,2025-01-21,109
1938,C01938,2025-09-01,30
1939,C01939,2025-02-01,100
1940,C01940,2025-04-23,142
1941,C01941,2025-02-15,56
1942,C01942,2025-08-23,188
1943,C01943,2025-03-11,365
1944,C01944,2025-08-15,128
1945,C01945,2025-01-07,103
1946,C01946,2025-03-13,115
1947,C01947,2025-11-30,44
1948,C01948,2025-09-09,299
1949,C01949,2025-02-24,118
1950,C01950,2025-01-09,111
1951,C01951,2025-02-02,189
1952,C01952,2025-08-08,125
1953,C01953,2025-04-26,185
1954,C01954,2025-07-02,30
1955,C01955,2025-07-03,254
1956,C01956,2025-11-21,359
1957,C01957,2025-07-23,185
1958,C01958,2025-02-02,365
1959,C01959,2025-02-13,53
1960,C01960,2025-02-06,134
1961,C01961,2025-04-19,170
1962,C01962,2025-03-07,164
1963,C01963,2025-10-21,115
1964,C01964,2025-01-11,99
1965,C01965,2025-02-04,47
1966,C01966,2025-11-12,112
1967,C01967,2025-08-18,56
1968,C01968,2025-02-03,217
1969,C01969,2025-08-08,68
1970,C01970,2025-08-01,30
1971,C01971,2025-02-25,155
1972,C01972,2025-02-14,168
1973,C01973,2025-05-14,290
1974,C01974,2025-10-13,162
1975,C01975,2025-03-07,101
1976,C01976,2025-01-13,248
1977,C01977,2025-03-01,152
1978,C01978,2025-07-15,34
1979,C01979,2025-03-03,159
1980,C01980,2025-02-16,321
1981,C01981,2025-01-03,114
1982,C01982,2025-10-12,89
1983,C01983,2025-11-06,51
1984,C01984,2025-06-29,53
1985,C01985,2025-04-08,123
1986,C01986,2025-06-30,168
1987,C01987,2025-02-15,34
1988,C01988,2025-07-20,358
1989,C01989,2025-07-12,226
1990,C01990,2025-08-19,165
1991,C01991,2025-06-28,262
1992,C01992,2025-07-10,34
1993,C01993,2025-12-01,134
1994,C01994,2025-09-17,179
1995,C01995,2025-07-24,262
1996,C01996,2025-09-04,239
1997,C01997,2025-03-15,84
1998,C01998,2025-08-17,359
1999,C01999,2025-09-20,46
2000,C02000,2025-10-25,293
2001,C02001,2025-06-27,365
2002,C02002,2025-09-23,60
2003,C02003,2025-01-25,212
2004,C02004,2025-04-06,30
2005,C02005,2025-02-08,116
2006,C02006,2025-10-28,145
2007,C02007,2025-09-10,163
2008,C02008,2025-03-15,353
2009,C02009,2025-01-27,193
2010,C02010,2025-06-14,135
2011,C02011,2025-06-13,252
2012,C02012,2025-10-17,365
2013,C02013,2025-07-15,30
2014,C02014,2025-08-07,365
2015,C02015,2025-03-01,36
2016,C02016,2025-05-03,254
2017,C02017,2025-04-27,85
2018,C02018,2025-11-07,48
2019,C02019,2025-11-24,125
2020,C02020,2025-03-07,183
2021,C02021,2025-11-23,110
2022,C02022,2025-08-04,30
2023,C02023,2025-07-31,169
2024,C02024,2025-06-16,316
2025,C02025,2025-09-22,110
2026,C02026,2025-07-04,70
2027,C02027,2025-05-09,125
2028,C02028,2025-10-15,30
2029,C02029,2025-07-02,258
2030,C02030,2025-02-13,261
2031,C02031,2025-09-26,166
2032,C02032,2025-10-14,103
2033,C02033,2025-07-04,247
2034,C02034,2025-11-14,156
2035,C02035,2025-08-25,261
2036,C02036,2025-10-04,179
2037,C02037,2025-06-19,239
2038,C02038,2025-05-15,169
2039,C02039,2025-07-10,118
2040,C02040,2025-06-22,365
2041,C02041,2025-04-05,152
2042,C02042,2025-09-25,171
2043,C02043,2025-06-11,71
2044,C02044,2025-10-15,177
2045,C02045,2025-08-17,161
2046,C02046,2025-04-21,62
2047,C02047,2025-06-25,30
2048,C02048,2025-08-06,171
2049,C02049,2025-07-07,229
2050,C02050,2025-07-06,147
2051,C02051,2025-02-13,72
2052,C02052,2025-07-13,191
2053,C02053,2025-06-26,34
2054,C02054,2025-11-22,125
2055,C02055,2025-07-18,57
2056,C02056,2025-09-16,62
2057,C02057,2025-09-17,66
2058,C02058,2025-03-24,111
2059,C02059,2025-03-20,30
2060,C02060,2025-01-17,114
2061,C02061,2025-02-15,144
2062,C02062,2025-03-15,136
2063,C02063,2025-09-09,110
2064,C02064,2025-07-10,269
2065,C02065,2025-01-14,52
2066,C02066,2025-10-22,142
2067,C02067,2025-07-31,30
2068,C02068,2025-06-19,31
2069,C02069,2025-04-06,161
2070,C02070,2025-02-26,159
2071,C02071,2025-05-29,295
2072,C02072,2025-02-04,157
2073,C02073,2025-11-14,365
2074,C02074,2025-09-26,30
2075,C02075,2025-04-29,39
2076,C02076,2025-08-23,30
2077,C02077,2025-10-22,62
2078,C02078,2025-02-18,152
2079,C02079,2025-06-19,184
2080,C02080,2025-08-16,30
2081,C02081,2025-10-28,365
2082,C02082,2025-04-15,270
2083,C02083,2025-04-18,89
2084,C02084,2025-06-22,33
2085,C02085,2025-09-21,58
2086,C02086,2025-07-20,47
2087,C02087,2025-09-24,46
2088,C02088,2025-05-21,146
2089,C02089,2025-03-09,77
2090,C02090,2025-10-15,104
2091,C02091,2025-01-21,365
2092,C02092,2025-07-26,197
2093,C02093,2025-11-28,365
2094,C02094,2025-11-06,51
2095,C02095,2025-06-26,110
2096,C02096,2025-07-07,156
2097,C02097,2025-03-14,33
2098,C02098,2025-04-17,30
2099,C02099,2025-05-17,192
2100,C02100,2025-10-14,183
2101,C02101,2025-09-27,117
2102,C02102,2025-02-06,138
2103,C02103,2025-10-06,118
2104,C02104,2025-03-19,30
2105,C02105,2025-01-11,99
2106,C02106,2025-07-26,60
2107,C02107,2025-05-02,39
2108,C02108,2025-06-14,365
2109,C02109,2025-03-20,169
2110,C02110,2025-08-23,214
2111,C02111,2025-05-08,94
2112,C02112,2025-02-15,113
2113,C02113,2025-02-20,75
2114,C02114,2025-08-09,39
2115,C02115,2025-03-14,60
2116,C02116,2025-07-06,245
2117,C02117,2025-02-06,195
2118,C02118,2025-10-28,154
2119,C02119,2025-01-04,134
2120,C02120,2025-02-19,336
2121,C02121,2025-02-03,32
2122,C02122,2025-01-26,85
2123,C02123,2025-05-09,102
2124,C02124,2025-08-19,238
2125,C02125,2025-06-28,365
2126,C02126,2025-08-04,76
2127,C02127,2025-10-09,292
2128,C02128,2025-11-21,263
2129,C02129,2025-07-11,72
2130,C02130,2025-07-20,114
2131,C02131,2025-11-30,117
2132,C02132,2025-07-12,365
2133,C02133,2025-11-03,61
2134,C02134,2025-04-10,246
2135,C02135,2025-02-27,98
2136,C02136,2025-08-10,215
2137,C02137,2025-08-21,120
2138,C02138,2025-08-07,163
2139,C02139,2025-11-28,265
2140,C02140,2025-03-30,249
2141,C02141,2025-01-16,286
2142,C02142,2025-08-04,30
2143,C02143,2025-02-20,200
2144,C02144,2025-07-07,50
2145,C02145,2025-09-10,119
2146,C02146,2025-04-16,154
2147,C02147,2025-02-18,115
2148,C02148,2025-06-25,146
2149,C02149,2025-03-06,365
2150,C02150,2025-10-26,49
2151,C02151,2025-04-21,194
2152,C02152,2025-07-14,114
2153,C02153,2025-02-14,49
2154,C02154,2025-07-05,55
2155,C02155,2025-08-11,365
2156,C02156,2025-04-10,296
2157,C02157,2025-09-28,320
2158,C02158,2025-03-20,365
2159,C02159,2025-03-29,68
2160,C02160,2025-01-06,104
2161,C02161,2025-01-14,192
2162,C02162,2025-06-06,136
2163,C02163,2025-05-27,119
2164,C02164,2025-07-02,104
2165,C02165,2025-05-21,167
2166,C02166,2025-01-26,162
2167,C02167,2025-03-16,56
2168,C02168,2025-07-13,133
2169,C02169,2025-01-21,155
2170,C02170,2025-08-24,160
2171,C02171,2025-04-03,68
2172,C02172,2025-11-21,220
2173,C02173,2025-04-08,30
2174,C02174,2025-10-15,103
2175,C02175,2025-10-22,237
2176,C02176,2025-06-20,158
2177,C02177,2025-09-12,81
2178,C02178,2025-02-15,201
2179,C02179,2025-06-28,159
2180,C02180,2025-05-01,245
2181,C02181,2025-06-28,217
2182,C02182,2025-07-22,172
2183,C02183,2025-09-27,137
2184,C02184,2025-11-26,49
2185,C02185,2025-11-19,81
2186,C02186,2025-09-21,119
2187,C02187,2025-06-23,169
2188,C02188,2025-09-28,144
2189,C02189,2025-07-26,87
2190,C02190,2025-05-11,30
2191,C02191,2025-03-02,139
2192,C02192,2025-03-22,87
2193,C02193,2025-03-12,217
2194,C02194,2025-11-08,30
2195,C02195,2025-02-25,165
2196,C02196,2025-03-25,360
2197,C02197,2025-01-27,59
2198,C02198,2025-02-17,133
2199,C02199,2025-06-22,37
2200,C02200,2025-08-30,177
2201,C02201,2025-03-08,155
2202,C02202,2025-01-16,116
2203,C02203,2025-08-15,146
2204,C02204,2025-01-27,310
2205,C02205,2025-04-09,65
2206,C02206,2025-11-08,30
2207,C02207,2025-07-15,283
2208,C02208,2025-08-08,162
2209,C02209,2025-11-08,305
2210,C02210,2025-09-15,168
2211,C02211,2025-09-26,252
2212,C02212,2025-06-13,122
2213,C02213,2025-11-21,223
2214,C02214,2025-02-18,326
2215,C02215,2025-07-28,161
2216,C02216,2025-08-29,61
2217,C02217,2025-09-02,82
2218,C02218,2025-07-15,65
2219,C02219,2025-11-02,77
2220,C02220,2025-01-03,92
2221,C02221,2025-11-13,156
2222,C02222,2025-07-10,166
2223,C02223,2025-01-21,121
2224,C02224,2025-06-26,174
2225,C02225,2025-10-21,34
2226,C02226,2025-03-24,36
2227,C02227,2025-07-26,59
2228,C02228,2025-10-04,145
2229,C02229,2025-07-05,69
2230,C02230,2025-02-19,86
2231,C02231,2025-11-28,115
2232,C02232,2025-03-12,253
2233,C02233,2025-07-26,30
2234,C02234,2025-03-11,185
2235,C02235,2025-06-08,192
2236,C02236,2025-03-25,246
2237,C02237,2025-10-08,348
2238,C02238,2025-09-11,30
2239,C02239,2025-08-26,54
2240,C02240,2025-07-07,301
2241,C02241,2025-01-08,129
2242,C02242,2025-06-30,159
2243,C02243,2025-05-27,190
2244,C02244,2025-03-15,196
2245,C02245,2025-09-14,347
2246,C02246,2025-03-26,365
2247,C02247,2025-08-28,211
2248,C02248,2025-03-18,87
2249,C02249,2025-03-18,296
2250,C02250,2025-08-22,30
2251,C02251,2025-10-24,73
2252,C02252,2025-03-05,311
2253,C02253,2025-08-24,79
2254,C02254,2025-01-29,71
2255,C02255,2025-04-26,50
2256,C02256,2025-01-29,281
2257,C02257,2025-08-01,140
2258,C02258,2025-04-16,194
2259,C02259,2025-06-08,75
2260,C02260,2025-10-01,227
2261,C02261,2025-08-09,228
2262,C02262,2025-05-26,93
2263,C02263,2025-10-02,117
2264,C02264,2025-03-22,68
2265,C02265,2025-11-26,365
2266,C02266,2025-07-01,184
2267,C02267,2025-09-02,351
2268,C02268,2025-11-19,91
2269,C02269,2025-04-18,238
2270,C02270,2025-09-08,230
2271,C02271,2025-07-23,200
2272,C02272,2025-06-03,365
2273,C02273,2025-10-02,113
2274,C02274,2025-04-28,48
2275,C02275,2025-04-01,193
2276,C02276,2025-04-17,215
2277,C02277,2025-09-15,162
2278,C02278,2025-07-07,67
2279,C02279,2025-07-18,142
2280,C02280,2025-01-23,93
2281,C02281,2025-09-29,121
2282,C02282,2025-11-20,184
2283,C02283,2025-05-04,221
2284,C02284,2025-04-05,74
2285,C02285,2025-05-04,116
2286,C02286,2025-06-05,83
2287,C02287,2025-06-13,65
2288,C02288,2025-06-26,238
2289,C02289,2025-06-22,322
2290,C02290,2025-05-29,107
2291,C02291,2025-05-26,224
2292,C02292,2025-01-29,311
2293,C02293,2025-03-22,273
2294,C02294,2025-06-03,61
2295,C02295,2025-08-08,365
2296,C02296,2025-02-24,109
2297,C02297,2025-05-21,100
2298,C02298,2025-10-30,30
2299,C02299,2025-10-12,137
2300,C02300,2025-08-13,42
2301,C02301,2025-03-26,78
2302,C02302,2025-09-12,94
2303,C02303,2025-04-15,251
2304,C02304,2025-04-20,293
2305,C02305,2025-04-14,91
2306,C02306,2025-04-26,281
2307,C02307,2025-10-22,280
2308,C02308,2025-11-12,230
2309,C02309,2025-10-22,52
2310,C02310,2025-08-12,200
2311,C02311,2025-08-20,365
2312,C02312,2025-05-25,197
2313,C02313,2025-11-16,98
2314,C02314,2025-08-05,141
2315,C02315,2025-07-27,184
2316,C02316,2025-07-26,143
2317,C02317,2025-10-04,45
2318,C02318,2025-10-16,93
2319,C02319,2025-11-04,248
2320,C02320,2025-08-28,283
2321,C02321,2025-11-23,50
2322,C02322,2025-04-05,365
2323,C02323,2025-01-23,97
2324,C02324,2025-04-15,190
2325,C02325,2025-03-01,224
2326,C02326,2025-02-22,253
2327,C02327,2025-05-14,365
2328,C02328,2025-03-31,93
2329,C02329,2025-02-16,281
2330,C02330,2025-03-14,48
2331,C02331,2025-05-03,205
2332,C02332,2025-05-17,220
2333,C02333,2025-09-15,195
2334,C02334,2025-06-13,79
2335,C02335,2025-09-25,291
2336,C02336,2025-09-07,58
2337,C02337,2025-08-24,30
2338,C02338,2025-11-25,210
2339,C02339,2025-01-04,134
2340,C02340,2025-05-17,275
2341,C02341,2025-09-07,110
2342,C02342,2025-10-21,58
2343,C02343,2025-08-16,267
2344,C02344,2025-07-04,154
2345,C02345,2025-11-16,63
2346,C02346,2025-07-23,211
2347,C02347,2025-07-08,144
2348,C02348,2025-03-01,171
2349,C02349,2025-04-15,130
2350,C02350,2025-01-23,262
2351,C02351,2025-04-19,263
2352,C02352,2025-07-17,207
2353,C02353,2025-05-06,41
2354,C02354,2025-11-05,268
2355,C02355,2025-10-13,193
2356,C02356,2025-03-17,202
2357,C02357,2025-03-17,105
2358,C02358,2025-11-25,296
2359,C02359,2025-01-17,213
2360,C02360,2025-07-18,43
2361,C02361,2025-10-26,116
2362,C02362,2025-08-14,302
2363,C02363,2025-04-27,30
2364,C02364,2025-04-24,365
2365,C02365,2025-07-20,196
2366,C02366,2025-03-22,179
2367,C02367,2025-01-08,83
2368,C02368,2025-10-15,78
2369,C02369,2025-02-14,361
2370,C02370,2025-01-13,90
2371,C02371,2025-09-16,235
2372,C02372,2025-08-20,113
2373,C02373,2025-06-17,50
2374,C02374,2025-04-30,30
2375,C02375,2025-08-06,153
2376,C02376,2025-05-27,365
2377,C02377,2025-03-23,107
2378,C02378,2025-03-12,104
2379,C02379,2025-07-07,101
2380,C02380,2025-06-22,146
2381,C02381,2025-07-16,125
2382,C02382,2025-03-20,297
2383,C02383,2025-03-09,142
2384,C02384,2025-06-05,143
2385,C02385,2025-06-26,50
2386,C02386,2025-02-18,365
2387,C02387,2025-02-18,78
2388,C02388,2025-04-21,32
2389,C02389,2025-11-22,190
2390,C02390,2025-11-23,168
2391,C02391,2025-03-07,118
2392,C02392,2025-03-05,120
2393,C02393,2025-06-03,239
2394,C02394,2025-07-03,65
2395,C02395,2025-01-22,258
2396,C02396,2025-01-03,185
2397,C02397,2025-08-01,119
2398,C02398,2025-08-11,129
2399,C02399,2025-02-28,80
2400,C02400,2025-05-04,224
2401,C02401,2025-06-14,144
2402,C02402,2025-02-18,95
2403,C02403,2025-06-12,168
2404,C02404,2025-08-12,365
2405,C02405,2025-08-03,123
2406,C02406,2025-11-01,334
2407,C02407,2025-04-25,101
2408,C02408,2025-08-06,30
2409,C02409,2025-10-25,67
2410,C02410,2025-03-10,119
2411,C02411,2025-04-14,71
2412,C02412,2025-11-15,30
2413,C02413,2025-07-07,328
2414,C02414,2025-07-07,271
2415,C02415,2025-07-30,220
2416,C02416,2025-02-04,58
2417,C02417,2025-04-09,45
2418,C02418,2025-07-21,30
2419,C02419,2025-07-05,213
2420,C02420,2025-04-11,344
2421,C02421,2025-04-23,122
2422,C02422,2025-05-14,45
2423,C02423,2025-03-22,144
2424,C02424,2025-09-08,102
2425,C02425,2025-07-06,108
2426,C02426,2025-04-12,176
2427,C02427,2025-11-11,210
2428,C02428,2025-02-21,43
2429,C02429,2025-03-09,30
2430,C02430,2025-03-20,365
2431,C02431,2025-11-04,74
2432,C02432,2025-05-04,30
2433,C02433,2025-02-23,63
2434,C02434,2025-10-14,30
2435,C02435,2025-08-30,112
2436,C02436,2025-09-06,248
2437,C02437,2025-10-20,100
2438,C02438,2025-02-28,126
2439,C02439,2025-06-15,194
2440,C02440,2025-05-28,143
2441,C02441,2025-06-02,283
2442,C02442,2025-11-30,286
2443,C02443,2025-05-26,30
2444,C02444,2025-08-07,236
2445,C02445,2025-11-14,130
2446,C02446,2025-11-10,365
2447,C02447,2025-11-03,136
2448,C02448,2025-02-11,365
2449,C02449,2025-08-17,225
2450,C02450,2025-02-25,78
2451,C02451,2025-07-28,151
2452,C02452,2025-04-18,365
2453,C02453,2025-08-14,280
2454,C02454,2025-07-20,39
2455,C02455,2025-05-31,206
2456,C02456,2025-07-12,101
2457,C02457,2025-09-22,30
2458,C02458,2025-07-27,115
2459,C02459,2025-03-17,74
2460,C02460,2025-11-30,257
2461,C02461,2025-08-21,99
2462,C02462,2025-04-23,262
2463,C02463,2025-01-17,30
2464,C02464,2025-11-23,92
2465,C02465,2025-02-04,76
2466,C02466,2025-04-16,74
2467,C02467,2025-04-28,30
2468,C02468,2025-09-28,63
2469,C02469,2025-08-13,156
2470,C02470,2025-11-20,88
2471,C02471,2025-09-08,119
2472,C02472,2025-04-13,109
2473,C02473,2025-09-04,293
2474,C02474,2025-01-23,318
2475,C02475,2025-10-10,139
2476,C02476,2025-11-21,97
2477,C02477,2025-05-08,42
2478,C02478,2025-11-19,365
2479,C02479,2025-08-04,30
2480,C02480,2025-11-13,89
2481,C02481,2025-09-19,90
2482,C02482,2025-04-04,95
2483,C02483,2025-04-24,57
2484,C02484,2025-09-24,238
2485,C02485,2025-01-25,46
2486,C02486,2025-05-06,180
2487,C02487,2025-08-24,46
2488,C02488,2025-05-31,31
2489,C02489,2025-07-24,322
2490,C02490,2025-08-14,63
2491,C02491,2025-07-24,258
2492,C02492,2025-11-13,153
2493,C02493,2025-11-09,33
2494,C02494,2025-04-20,365
2495,C02495,2025-07-02,77
2496,C02496,2025-02-13,282
2497,C02497,2025-04-17,58
2498,C02498,2025-01-27,278
2499,C02499,2025-05-15,30
2500,C02500,2025-10-26,144
2501,C02501,2025-03-18,232
2502,C02502,2025-05-29,351
2503,C02503,2025-10-07,322
2504,C02504,2025-11-13,257
2505,C02505,2025-03-05,303
2506,C02506,2025-08-06,66
2507,C02507,2025-09-23,86
2508,C02508,2025-11-29,87
2509,C02509,2025-04-26,109
2510,C02510,2025-11-19,113
2511,C02511,2025-11-30,153
2512,C02512,2025-05-01,56
2513,C02513,2025-04-18,200
2514,C02514,2025-05-31,58
2515,C02515,2025-10-09,93
2516,C02516,2025-03-24,141
2517,C02517,2025-11-09,245
2518,C02518,2025-06-24,219
2519,C02519,2025-06-28,184
2520,C02520,2025-09-12,55
2521,C02521,2025-06-27,154
2522,C02522,2025-05-29,36
2523,C02523,2025-10-04,109
2524,C02524,2025-02-01,118
2525,C02525,2025-01-18,30
2526,C02526,2025-05-06,84
2527,C02527,2025-07-04,365
2528,C02528,2025-08-16,365
2529,C02529,2025-09-18,103
2530,C02530,2025-11-03,30
2531,C02531,2025-01-23,61
2532,C02532,2025-08-08,113
2533,C02533,2025-05-25,365
2534,C02534,2025-11-14,51
2535,C02535,2025-06-13,229
2536,C02536,2025-04-19,42
2537,C02537,2025-06-03,365
2538,C02538,2025-08-12,110
2539,C02539,2025-06-03,235
2540,C02540,2025-07-10,100
2541,C02541,2025-01-18,178
2542,C02542,2025-08-09,64
2543,C02543,2025-08-12,52
2544,C02544,2025-03-27,356
2545,C02545,2025-03-27,331
2546,C02546,2025-02-03,303
2547,C02547,2025-01-24,177
2548,C02548,2025-08-07,251
2549,C02549,2025-02-05,31
2550,C02550,2025-06-25,98
2551,C02551,2025-05-19,93
2552,C02552,2025-03-18,181
2553,C02553,2025-07-08,104
2554,C02554,2025-04-07,53
2555,C02555,2025-10-17,168
2556,C02556,2025-05-19,254
2557,C02557,2025-10-17,110
2558,C02558,2025-09-16,48
2559,C02559,2025-08-01,65
2560,C02560,2025-09-19,75
2561,C02561,2025-07-19,90
2562,C02562,2025-09-04,183
2563,C02563,2025-01-12,170
2564,C02564,2025-10-03,202
2565,C02565,2025-07-18,105
2566,C02566,2025-10-14,260
2567,C02567,2025-03-19,67
2568,C02568,2025-08-18,132
2569,C02569,2025-08-12,247
2570,C02570,2025-03-24,61
2571,C02571,2025-08-07,42
2572,C02572,2025-05-19,299
2573,C02573,2025-10-13,100
2574,C02574,2025-04-02,197
2575,C02575,2025-10-29,30
2576,C02576,2025-02-04,200
2577,C02577,2025-09-25,94
2578,C02578,2025-01-17,30
2579,C02579,2025-10-15,172
2580,C02580,2025-09-20,76
2581,C02581,2025-05-25,111
2582,C02582,2025-03-17,34
2583,C02583,2025-09-24,52
2584,C02584,2025-09-04,90
2585,C02585,2025-03-18,37
2586,C02586,2025-07-30,324
2587,C02587,2025-04-16,30
2588,C02588,2025-02-11,136
2589,C02589,2025-07-27,46
2590,C02590,2025-02-26,92
2591,C02591,2025-01-24,340
2592,C02592,2025-08-25,56
2593,C02593,2025-01-11,365
2594,C02594,2025-02-09,67
2595,C02595,2025-06-04,220
2596,C02596,2025-06-12,153
2597,C02597,2025-01-21,300
2598,C02598,2025-05-29,156
2599,C02599,2025-10-07,150
2600,C02600,2025-11-02,65
2601,C02601,2025-09-10,57
2602,C02602,2025-07-04,330
2603,C02603,2025-10-28,97
2604,C02604,2025-05-04,108
2605,C02605,2025-08-19,228
2606,C02606,2025-04-27,99
2607,C02607,2025-06-23,365
2608,C02608,2025-04-27,218
2609,C02609,2025-03-08,169
2610,C02610,2025-08-05,297
2611,C02611,2025-06-04,30
2612,C02612,2025-08-19,80
2613,C02613,2025-04-30,131
2614,C02614,2025-05-12,72
2615,C02615,2025-09-24,221
2616,C02616,2025-10-20,332
2617,C02617,2025-01-08,121
2618,C02618,2025-02-05,100
2619,C02619,2025-04-19,365
2620,C02620,2025-06-02,126
2621,C02621,2025-08-18,138
2622,C02622,2025-09-10,103
2623,C02623,2025-03-28,322
2624,C02624,2025-11-12,160
2625,C02625,2025-05-21,229
2626,C02626,2025-06-08,253
2627,C02627,2025-11-26,100
2628,C02628,2025-09-24,123
2629,C02629,2025-07-29,274
2630,C02630,2025-06-26,105
2631,C02631,2025-03-30,244
2632,C02632,2025-05-14,360
2633,C02633,2025-07-08,177
2634,C02634,2025-07-13,220
2635,C02635,2025-05-18,249
2636,C02636,2025-07-02,272
2637,C02637,2025-07-14,113
2638,C02638,2025-01-24,30
2639,C02639,2025-06-21,115
2640,C02640,2025-01-23,194
2641,C02641,2025-11-12,127
2642,C02642,2025-09-12,223
2643,C02643,2025-09-25,104
2644,C02644,2025-07-25,180
2645,C02645,2025-09-07,62
2646,C02646,2025-04-29,223
2647,C02647,2025-02-01,153
2648,C02648,2025-06-25,67
2649,C02649,2025-06-08,88
2650,C02650,2025-08-08,223
2651,C02651,2025-05-21,136
2652,C02652,2025-01-10,70
2653,C02653,2025-09-08,365
2654,C02654,2025-02-17,209
2655,C02655,2025-09-13,365
2656,C02656,2025-07-04,121
2657,C02657,2025-10-03,134
2658,C02658,2025-10-03,312
2659,C02659,2025-11-05,147
2660,C02660,2025-10-21,206
2661,C02661,2025-06-17,78
2662,C02662,2025-09-08,126
2663,C02663,2025-06-09,46
2664,C02664,2025-11-16,67
2665,C02665,2025-08-27,30
2666,C02666,2025-05-19,30
2667,C02667,2025-08-27,365
2668,C02668,2025-09-29,76
2669,C02669,2025-01-07,190
2670,C02670,2025-11-28,269
2671,C02671,2025-12-01,155
2672,C02672,2025-11-11,54
2673,C02673,2025-08-13,214
2674,C02674,2025-10-07,169
2675,C02675,2025-09-28,215
2676,C02676,2025-01-07,232
2677,C02677,2025-08-27,365
2678,C02678,2025-07-12,161
2679,C02679,2025-07-31,100
2680,C02680,2025-06-19,185
